File_name,Blur_Measure,Contrast_Measure,Brightness_Measure
ISIC_0025545.jpg,46.481,0.275,182.24
ISIC_0025546.jpg,104.383,0.3,176.588
ISIC_0025547.jpg,47.499,0.1,181.049
ISIC_0025548.jpg,58.408,0.2,161.882
ISIC_0025549.jpg,60.829,0.325,232.597
ISIC_0025550.jpg,43.655,0.25,187.982
ISIC_0025551.jpg,64.717,0.225,224.954
ISIC_0025552.jpg,51.346,0.3,228.253
ISIC_0025553.jpg,34.468,0.2,163.761
ISIC_0025554.jpg,114.962,0.3,154.606
ISIC_0025555.jpg,41.804,0.3,170.029
ISIC_0025556.jpg,55.72,0.25,219.839
ISIC_0025557.jpg,80.099,0.2,175.873
ISIC_0025558.jpg,162.085,0.25,183.443
ISIC_0025559.jpg,324.249,0.225,211.696
ISIC_0025560.jpg,69.702,0.25,238.002
ISIC_0025561.jpg,59.799,0.175,221.086
ISIC_0025562.jpg,54.16,0.35,183.912
ISIC_0025563.jpg,40.925,0.175,158.499
ISIC_0025564.jpg,150.047,0.25,184.452
ISIC_0025565.jpg,61.455,0.275,230.948
ISIC_0025566.jpg,49.877,0.25,231.497
ISIC_0025567.jpg,103.803,0.2,180.681
ISIC_0025568.jpg,70.559,0.275,140.845
ISIC_0025569.jpg,70.463,0.275,208.375
ISIC_0025570.jpg,169.057,0.25,185.957
ISIC_0025571.jpg,46.158,0.2,192.5
ISIC_0025572.jpg,65.142,0.175,206.658
ISIC_0025573.jpg,186.534,0.275,197.272
ISIC_0025574.jpg,133.569,0.3,205.813
ISIC_0025575.jpg,38.34,0.175,162.254
ISIC_0025576.jpg,30.302,0.225,200.897
ISIC_0025577.jpg,42.008,0.225,200.439
ISIC_0025578.jpg,175.602,0.375,202.831
ISIC_0025579.jpg,41.307,0.375,202.179
ISIC_0025580.jpg,81.949,0.25,221.979
ISIC_0025581.jpg,53.989,0.425,153.729
ISIC_0025582.jpg,55.192,0.2,198.798
ISIC_0025583.jpg,85.2,0.275,164.955
ISIC_0025584.jpg,2321.163,0.375,150.815
ISIC_0025585.jpg,136.629,0.25,221.154
ISIC_0025586.jpg,100.793,0.275,218.807
ISIC_0025587.jpg,32.501,0.225,220.742
ISIC_0025588.jpg,31.642,0.175,168.443
ISIC_0025589.jpg,86.708,0.25,170.741
ISIC_0025590.jpg,75.786,0.3,207.802
ISIC_0025591.jpg,55.714,0.225,220.397
ISIC_0025592.jpg,119.26,0.25,203.854
ISIC_0025593.jpg,177.518,0.3,198.491
ISIC_0025594.jpg,242.526,0.2,212.702
ISIC_0025595.jpg,89.268,0.225,202.409
ISIC_0025596.jpg,133.704,0.25,210.993
ISIC_0025597.jpg,53.106,0.275,213.889
ISIC_0025598.jpg,40.908,0.175,183.508
ISIC_0025599.jpg,40.503,0.225,203.87
ISIC_0025600.jpg,659.968,0.375,191.356
ISIC_0025601.jpg,68.155,0.175,206.995
ISIC_0025602.jpg,47.27,0.175,235.036
ISIC_0025603.jpg,106.465,0.3,189.383
ISIC_0025604.jpg,58.591,0.225,200.2
ISIC_0025605.jpg,46.52,0.225,181.685
ISIC_0025606.jpg,124.285,0.2,168.221
ISIC_0025607.jpg,250.695,0.25,194.821
ISIC_0025608.jpg,71.01,0.25,217.018
ISIC_0025609.jpg,53.567,0.175,233.558
ISIC_0025610.jpg,44.077,0.125,228.874
ISIC_0025611.jpg,34.036,0.35,203.572
ISIC_0025612.jpg,153.711,0.175,190.483
ISIC_0025613.jpg,695.247,0.325,204.238
ISIC_0025614.jpg,67.221,0.3,224.948
ISIC_0025615.jpg,410.47,0.2,236.181
ISIC_0025616.jpg,78.765,0.2,157.841
ISIC_0025617.jpg,217.498,0.225,193.544
ISIC_0025618.jpg,373.785,0.325,206.546
ISIC_0025619.jpg,144.243,0.375,204.521
ISIC_0025620.jpg,474.612,0.275,207.047
ISIC_0025621.jpg,67.451,0.3,211.377
ISIC_0025622.jpg,153.287,0.275,177.264
ISIC_0025623.jpg,146.792,0.2,171.054
ISIC_0025624.jpg,61.057,0.2,214.836
ISIC_0025625.jpg,63.46,0.175,219.622
ISIC_0025626.jpg,57.488,0.25,232.689
ISIC_0025627.jpg,51.099,0.175,172.366
ISIC_0025628.jpg,116.968,0.225,201.03
ISIC_0025629.jpg,65.317,0.275,215.626
ISIC_0025630.jpg,23.881,0.175,223.37
ISIC_0025631.jpg,42.499,0.225,178.64
ISIC_0025632.jpg,49.391,0.275,230.27
ISIC_0025633.jpg,88.806,0.4,222.503
ISIC_0025634.jpg,156.458,0.15,235.92
ISIC_0025635.jpg,210.332,0.3,220.223
ISIC_0025636.jpg,162.659,0.3,193.406
ISIC_0025637.jpg,84.017,0.225,162.801
ISIC_0025638.jpg,101.333,0.325,197.144
ISIC_0025639.jpg,52.924,0.275,212.058
ISIC_0025640.jpg,40.962,0.3,194.658
ISIC_0025641.jpg,50.481,0.35,213.424
ISIC_0025642.jpg,66.677,0.225,170.646
ISIC_0025643.jpg,71.358,0.25,213.805
ISIC_0025644.jpg,64.604,0.175,205.561
ISIC_0025645.jpg,67.295,0.25,217.935
ISIC_0025646.jpg,67.544,0.3,242.146
ISIC_0025647.jpg,79.815,0.175,183.818
ISIC_0025648.jpg,92.005,0.2,209.502
ISIC_0025649.jpg,80.932,0.275,197.067
ISIC_0025650.jpg,22.791,0.2,204.013
ISIC_0025651.jpg,272.505,0.375,202.347
ISIC_0025652.jpg,72.329,0.325,194.102
ISIC_0025653.jpg,59.946,0.35,185.66
ISIC_0025654.jpg,149.458,0.25,177.09
ISIC_0025655.jpg,97.885,0.3,211.509
ISIC_0025656.jpg,179.799,0.275,185.032
ISIC_0025657.jpg,33.221,0.25,163.248
ISIC_0025658.jpg,63.594,0.25,209.568
ISIC_0025659.jpg,99.26,0.275,201.664
ISIC_0025660.jpg,50.111,0.3,216.508
ISIC_0025661.jpg,258.442,0.35,195.771
ISIC_0025662.jpg,34.955,0.3,201.361
ISIC_0025663.jpg,52.238,0.275,180.473
ISIC_0025664.jpg,171.277,0.2,237.117
ISIC_0025665.jpg,35.952,0.275,189.788
ISIC_0025666.jpg,75.383,0.25,219.387
ISIC_0025667.jpg,76.771,0.25,223.347
ISIC_0025668.jpg,99.833,0.175,212.262
ISIC_0025669.jpg,59.922,0.225,201.324
ISIC_0025670.jpg,59.883,0.275,213.401
ISIC_0025671.jpg,30.43,0.275,181.073
ISIC_0025672.jpg,148.763,0.175,207.76
ISIC_0025673.jpg,67.928,0.2,232.288
ISIC_0025674.jpg,62.993,0.175,188.512
ISIC_0025675.jpg,193.191,0.2,210.864
ISIC_0025676.jpg,186.862,0.275,199.719
ISIC_0025677.jpg,124.698,0.25,215.402
ISIC_0025678.jpg,242.212,0.2,195.131
ISIC_0025679.jpg,117.618,0.2,238.179
ISIC_0025680.jpg,52.29,0.275,223.485
ISIC_0025681.jpg,70.688,0.25,159.413
ISIC_0025682.jpg,47.415,0.275,214.096
ISIC_0025683.jpg,56.032,0.25,215.963
ISIC_0025684.jpg,120.09,0.3,175.351
ISIC_0025685.jpg,76.194,0.175,209.038
ISIC_0025686.jpg,66.207,0.175,220.522
ISIC_0025687.jpg,107.591,0.2,175.266
ISIC_0025688.jpg,47.521,0.1,236.221
ISIC_0025689.jpg,65.852,0.3,169.351
ISIC_0025690.jpg,67.199,0.275,195.157
ISIC_0025691.jpg,41.004,0.325,175.318
ISIC_0025692.jpg,140.416,0.2,251.715
ISIC_0025693.jpg,51.75,0.2,152.783
ISIC_0025694.jpg,61.694,0.2,239.259
ISIC_0025695.jpg,132.581,0.275,204.576
ISIC_0025696.jpg,63.5,0.2,183.136
ISIC_0025697.jpg,77.153,0.225,201.654
ISIC_0025698.jpg,87.559,0.325,167.692
ISIC_0025699.jpg,37.231,0.225,183.81
ISIC_0025700.jpg,104.368,0.35,191.436
ISIC_0025701.jpg,74.907,0.175,210.721
ISIC_0025702.jpg,59.084,0.325,194.406
ISIC_0025703.jpg,89.466,0.225,154.477
ISIC_0025704.jpg,53.472,0.25,239.949
ISIC_0025705.jpg,68.808,0.25,206.497
ISIC_0025706.jpg,76.448,0.225,217.589
ISIC_0025707.jpg,114.516,0.225,215.955
ISIC_0025708.jpg,67.217,0.3,153.729
ISIC_0025709.jpg,37.436,0.175,194.56
ISIC_0025710.jpg,104.512,0.175,176.739
ISIC_0025711.jpg,31.991,0.35,193.479
ISIC_0025712.jpg,57.707,0.225,183.456
ISIC_0025713.jpg,49.476,0.45,216.728
ISIC_0025714.jpg,53.071,0.175,228.068
ISIC_0025715.jpg,65.414,0.275,215.771
ISIC_0025716.jpg,109.341,0.325,160.009
ISIC_0025717.jpg,62.875,0.25,200.873
ISIC_0025718.jpg,102.576,0.325,188.998
ISIC_0025719.jpg,175.42,0.25,191.568
ISIC_0025720.jpg,82.145,0.225,209.34
ISIC_0025721.jpg,110.094,0.25,195.457
ISIC_0025722.jpg,187.768,0.2,194.246
ISIC_0025723.jpg,58.197,0.225,220.634
ISIC_0025724.jpg,22.337,0.225,201.523
ISIC_0025725.jpg,67.624,0.175,210.002
ISIC_0025726.jpg,218.098,0.25,237.262
ISIC_0025727.jpg,111.334,0.275,227.653
ISIC_0025728.jpg,128.551,0.25,209.088
ISIC_0025729.jpg,34.935,0.2,187.905
ISIC_0025730.jpg,32.646,0.2,182.619
ISIC_0025731.jpg,42.465,0.25,167.928
ISIC_0025732.jpg,256.186,0.325,194.32
ISIC_0025733.jpg,56.517,0.25,234.82
ISIC_0025734.jpg,138.381,0.25,182.616
ISIC_0025735.jpg,75.502,0.225,176.997
ISIC_0025736.jpg,62.968,0.15,217.884
ISIC_0025737.jpg,102.543,0.225,206.927
ISIC_0025738.jpg,360.661,0.325,178.724
ISIC_0025739.jpg,58.255,0.225,219.693
ISIC_0025740.jpg,67.44,0.275,199.054
ISIC_0025741.jpg,72.332,0.175,205.506
ISIC_0025742.jpg,34.515,0.375,199.416
ISIC_0025743.jpg,123.254,0.325,181.103
ISIC_0025744.jpg,72.119,0.325,208.385
ISIC_0025745.jpg,73.193,0.225,191.582
ISIC_0025746.jpg,61.436,0.225,183.754
ISIC_0025747.jpg,149.744,0.175,240.651
ISIC_0025748.jpg,46.89,0.275,182.694
ISIC_0025749.jpg,150.003,0.175,235.281
ISIC_0025750.jpg,58.897,0.2,225.269
ISIC_0025751.jpg,101.051,0.375,198.852
ISIC_0025752.jpg,76.932,0.325,181.354
ISIC_0025753.jpg,615.764,0.35,173.924
ISIC_0025754.jpg,55.426,0.175,222.254
ISIC_0025755.jpg,100.551,0.325,203.828
ISIC_0025756.jpg,52.966,0.325,215.703
ISIC_0025757.jpg,55.78,0.3,193.999
ISIC_0025758.jpg,142.27,0.225,202.334
ISIC_0025759.jpg,91.64,0.25,192.204
ISIC_0025760.jpg,51.868,0.275,233.155
ISIC_0025761.jpg,60.256,0.2,187.151
ISIC_0025762.jpg,158.226,0.25,195.818
ISIC_0025763.jpg,13.898,0.25,182.961
ISIC_0025764.jpg,67.52,0.1,242.501
ISIC_0025765.jpg,56.384,0.225,207.731
ISIC_0025766.jpg,87.403,0.3,208.807
ISIC_0025767.jpg,102.708,0.175,188.364
ISIC_0025768.jpg,70.232,0.225,226.425
ISIC_0025769.jpg,432.755,0.3,206.249
ISIC_0025770.jpg,59.789,0.3,218.012
ISIC_0025771.jpg,167.061,0.2,199.042
ISIC_0025772.jpg,113.209,0.2,184.85
ISIC_0025773.jpg,74.281,0.225,209.95
ISIC_0025774.jpg,149.329,0.275,210.32
ISIC_0025775.jpg,150.916,0.225,206.544
ISIC_0025776.jpg,59.865,0.25,190.855
ISIC_0025777.jpg,100.386,0.35,203.981
ISIC_0025778.jpg,109.987,0.275,211.027
ISIC_0025779.jpg,137.907,0.375,229.052
ISIC_0025780.jpg,72.647,0.25,171.492
ISIC_0025781.jpg,102.085,0.375,158.797
ISIC_0025782.jpg,131.105,0.375,156.836
ISIC_0025783.jpg,49.439,0.225,196.037
ISIC_0025784.jpg,23.181,0.225,208.978
ISIC_0025785.jpg,63.862,0.35,213.056
ISIC_0025786.jpg,107.332,0.3,201.525
ISIC_0025787.jpg,69.524,0.15,238.334
ISIC_0025788.jpg,61.194,0.225,194.252
ISIC_0025789.jpg,42.987,0.25,173.495
ISIC_0025790.jpg,50.896,0.2,189.98
ISIC_0025791.jpg,23.518,0.2,206.73
ISIC_0025792.jpg,67.047,0.25,202.158
ISIC_0025793.jpg,94.374,0.275,153.934
ISIC_0025794.jpg,238.237,0.275,197.898
ISIC_0025795.jpg,306.234,0.3,178.936
ISIC_0025796.jpg,49.991,0.275,228.665
ISIC_0025797.jpg,77.088,0.3,214.287
ISIC_0025798.jpg,32.899,0.225,210.562
ISIC_0025799.jpg,26.915,0.15,190.365
ISIC_0025800.jpg,69.941,0.35,201.762
ISIC_0025801.jpg,50.535,0.2,225.501
ISIC_0025802.jpg,46.342,0.175,232.664
ISIC_0025803.jpg,257.913,0.275,162.447
ISIC_0025804.jpg,288.89,0.2,188.441
ISIC_0025805.jpg,108.539,0.175,196.751
ISIC_0025806.jpg,88.859,0.225,219.458
ISIC_0025807.jpg,30.673,0.275,168.301
ISIC_0025808.jpg,61.589,0.15,210.252
ISIC_0025809.jpg,66.937,0.225,176.882
ISIC_0025810.jpg,51.605,0.125,160.605
ISIC_0025811.jpg,55.502,0.175,198.179
ISIC_0025812.jpg,28.418,0.2,158.722
ISIC_0025813.jpg,208.597,0.2,210.082
ISIC_0025814.jpg,131.269,0.275,199.07
ISIC_0025815.jpg,210.197,0.275,227.328
ISIC_0025816.jpg,45.537,0.3,186.932
ISIC_0025817.jpg,60.151,0.25,213.078
ISIC_0025818.jpg,42.115,0.25,204.25
ISIC_0025819.jpg,196.338,0.3,157.466
ISIC_0025820.jpg,69.292,0.275,216.045
ISIC_0025821.jpg,88.065,0.225,197.171
ISIC_0025822.jpg,99.401,0.275,186.085
ISIC_0025823.jpg,126.88,0.375,198.535
ISIC_0025824.jpg,44.159,0.35,181.592
ISIC_0025825.jpg,97.186,0.3,198.1
ISIC_0025826.jpg,15.125,0.2,193.423
ISIC_0025827.jpg,58.25,0.225,220.323
ISIC_0025828.jpg,77.075,0.275,214.545
ISIC_0025829.jpg,71.715,0.225,215.646
ISIC_0025830.jpg,63.983,0.3,172.113
ISIC_0025831.jpg,33.622,0.1,203.954
ISIC_0025832.jpg,57.256,0.25,217.167
ISIC_0025833.jpg,150.127,0.325,213.815
ISIC_0025834.jpg,342.513,0.275,177.635
ISIC_0025835.jpg,38.812,0.35,181.918
ISIC_0025836.jpg,112.773,0.275,215.248
ISIC_0025837.jpg,187.254,0.275,203.484
ISIC_0025838.jpg,149.516,0.4,177.86
ISIC_0025839.jpg,63.951,0.25,212.042
ISIC_0025840.jpg,38.525,0.225,197.964
ISIC_0025841.jpg,127.103,0.275,180.145
ISIC_0025842.jpg,54.022,0.175,166.495
ISIC_0025843.jpg,173.039,0.2,211.039
ISIC_0025844.jpg,61.921,0.25,208.28
ISIC_0025845.jpg,109.038,0.3,225.985
ISIC_0025846.jpg,68.531,0.15,200.225
ISIC_0025847.jpg,62.356,0.2,168.086
ISIC_0025848.jpg,96.857,0.275,185.683
ISIC_0025849.jpg,220.458,0.275,202.461
ISIC_0025850.jpg,15.298,0.275,166.668
ISIC_0025851.jpg,320.951,0.4,159.817
ISIC_0025852.jpg,65.792,0.3,187.231
ISIC_0025853.jpg,62.786,0.175,226.832
ISIC_0025854.jpg,167.038,0.225,194.943
ISIC_0025855.jpg,62.52,0.35,189.55
ISIC_0025856.jpg,138.886,0.175,202.089
ISIC_0025857.jpg,48.994,0.2,221.652
ISIC_0025858.jpg,60.835,0.2,233.369
ISIC_0025859.jpg,67.682,0.2,208.628
ISIC_0025860.jpg,40.034,0.175,171.426
ISIC_0025861.jpg,319.489,0.25,196.436
ISIC_0025862.jpg,54.341,0.175,197.253
ISIC_0025863.jpg,57.715,0.3,160.971
ISIC_0025864.jpg,57.295,0.275,197.752
ISIC_0025865.jpg,116.784,0.175,188.53
ISIC_0025866.jpg,54.609,0.225,227.413
ISIC_0025867.jpg,178.68,0.3,167.835
ISIC_0025868.jpg,203.019,0.275,213.97
ISIC_0025869.jpg,96.272,0.2,178.5
ISIC_0025870.jpg,44.621,0.2,165.583
ISIC_0025871.jpg,54.294,0.275,195.836
ISIC_0025872.jpg,57.399,0.225,207.268
ISIC_0025873.jpg,29.529,0.3,196.971
ISIC_0025874.jpg,120.356,0.225,159.209
ISIC_0025875.jpg,80.281,0.2,211.506
ISIC_0025876.jpg,92.826,0.2,154.383
ISIC_0025877.jpg,66.666,0.225,211.82
ISIC_0025878.jpg,757.628,0.375,224.067
ISIC_0025879.jpg,218.04,0.2,210.801
ISIC_0025880.jpg,71.821,0.225,178.139
ISIC_0025881.jpg,235.604,0.225,193.399
ISIC_0025882.jpg,50.209,0.2,218.469
ISIC_0025883.jpg,86.085,0.225,177.079
ISIC_0025884.jpg,57.872,0.25,203.392
ISIC_0025885.jpg,1034.104,0.425,215.721
ISIC_0025886.jpg,84.672,0.2,184.987
ISIC_0025887.jpg,136.155,0.275,181.478
ISIC_0025888.jpg,54.671,0.275,194.08
ISIC_0025889.jpg,66.869,0.175,212.842
ISIC_0025890.jpg,83.698,0.175,211.438
ISIC_0025891.jpg,54.265,0.325,204.44
ISIC_0025892.jpg,28.409,0.225,188.024
ISIC_0025893.jpg,95.083,0.225,196.157
ISIC_0025894.jpg,64.276,0.225,205.726
ISIC_0025895.jpg,63.871,0.25,209.668
ISIC_0025896.jpg,59.015,0.25,234.894
ISIC_0025897.jpg,55.452,0.325,207.208
ISIC_0025898.jpg,49.652,0.275,187.999
ISIC_0025899.jpg,95.82,0.275,210.353
ISIC_0025900.jpg,229.422,0.275,222.669
ISIC_0025901.jpg,47.407,0.25,224.302
ISIC_0025902.jpg,50.962,0.25,205.024
ISIC_0025903.jpg,249.869,0.175,240.07
ISIC_0025904.jpg,93.361,0.3,159.134
ISIC_0025905.jpg,103.007,0.2,174.268
ISIC_0025906.jpg,62.131,0.325,202.386
ISIC_0025907.jpg,51.505,0.2,159.582
ISIC_0025908.jpg,64.828,0.225,185.264
ISIC_0025909.jpg,51.558,0.325,175.321
ISIC_0025910.jpg,192.53,0.15,210.549
ISIC_0025911.jpg,189.766,0.175,231.159
ISIC_0025912.jpg,71.474,0.25,204.749
ISIC_0025913.jpg,82.05,0.25,190.712
ISIC_0025914.jpg,308.483,0.275,209.546
ISIC_0025915.jpg,74.895,0.225,193.084
ISIC_0025916.jpg,58.843,0.225,206.737
ISIC_0025917.jpg,72.842,0.2,220.342
ISIC_0025918.jpg,69.432,0.175,167.065
ISIC_0025919.jpg,92.482,0.2,168.386
ISIC_0025920.jpg,57.308,0.275,221.286
ISIC_0025921.jpg,51.289,0.2,182.177
ISIC_0025922.jpg,228.48,0.225,210.636
ISIC_0025923.jpg,69.446,0.3,206.308
ISIC_0025924.jpg,39.794,0.35,181.676
ISIC_0025925.jpg,56.231,0.3,210.895
ISIC_0025926.jpg,31.293,0.25,191.926
ISIC_0025927.jpg,275.939,0.3,167.702
ISIC_0025928.jpg,55.355,0.225,170.445
ISIC_0025929.jpg,62.244,0.275,203.588
ISIC_0025930.jpg,195.268,0.25,247.469
ISIC_0025931.jpg,49.682,0.325,234.413
ISIC_0025932.jpg,235.763,0.3,190.97
ISIC_0025933.jpg,65.622,0.275,209.264
ISIC_0025934.jpg,163.851,0.15,207.154
ISIC_0025935.jpg,69.625,0.2,227.943
ISIC_0025936.jpg,48.467,0.325,201.162
ISIC_0025937.jpg,109.092,0.275,154.573
ISIC_0025938.jpg,13.089,0.25,221.449
ISIC_0025939.jpg,28.952,0.125,158.331
ISIC_0025940.jpg,50.22,0.2,202.776
ISIC_0025941.jpg,25.843,0.275,204.071
ISIC_0025942.jpg,55.85,0.3,213.809
ISIC_0025943.jpg,49.538,0.275,231.337
ISIC_0025944.jpg,66.551,0.275,219.428
ISIC_0025945.jpg,53.504,0.3,200.679
ISIC_0025946.jpg,33.367,0.125,153.749
ISIC_0025947.jpg,202.943,0.25,245.449
ISIC_0025948.jpg,145.992,0.45,223.518
ISIC_0025949.jpg,59.588,0.225,218.958
ISIC_0025950.jpg,16.352,0.275,187.81
ISIC_0025951.jpg,48.645,0.25,234.375
ISIC_0025952.jpg,132.915,0.225,211.488
ISIC_0025953.jpg,50.247,0.25,189.762
ISIC_0025954.jpg,50.805,0.25,174.905
ISIC_0025955.jpg,265.199,0.35,189.486
ISIC_0025956.jpg,102.695,0.4,156.172
ISIC_0025957.jpg,61.553,0.2,212.251
ISIC_0025958.jpg,44.127,0.225,169.816
ISIC_0025959.jpg,56.651,0.375,190.464
ISIC_0025960.jpg,71.683,0.25,190.433
ISIC_0025961.jpg,101.489,0.175,213.36
ISIC_0025962.jpg,49.299,0.175,208.366
ISIC_0025963.jpg,71.461,0.325,82.431
ISIC_0025964.jpg,95.738,0.35,204.247
ISIC_0025965.jpg,55.051,0.125,232.76
ISIC_0025966.jpg,168.872,0.25,193.229
ISIC_0025967.jpg,46.498,0.2,164.98
ISIC_0025968.jpg,128.369,0.225,192.059
ISIC_0025969.jpg,136.682,0.225,219.729
ISIC_0025970.jpg,35.506,0.225,177.567
ISIC_0025971.jpg,27.65,0.125,224.764
ISIC_0025972.jpg,171.103,0.25,214.66
ISIC_0025973.jpg,40.964,0.2,192.635
ISIC_0025974.jpg,55.636,0.225,230.77
ISIC_0025975.jpg,66.672,0.3,191.895
ISIC_0025976.jpg,57.008,0.275,218.006
ISIC_0025977.jpg,94.506,0.275,186.283
ISIC_0025978.jpg,78.618,0.325,187.651
ISIC_0025979.jpg,138.601,0.3,211.008
ISIC_0025980.jpg,239.187,0.2,217.419
ISIC_0025981.jpg,66.67,0.25,221.316
ISIC_0025982.jpg,58.363,0.275,176.428
ISIC_0025983.jpg,23.991,0.3,199.478
ISIC_0025984.jpg,77.555,0.35,178.577
ISIC_0025985.jpg,58.936,0.125,194.186
ISIC_0025986.jpg,43.437,0.425,223.347
ISIC_0025987.jpg,683.866,0.4,223.411
ISIC_0025988.jpg,110.793,0.3,195.942
ISIC_0025989.jpg,27.215,0.2,186.676
ISIC_0025990.jpg,82.912,0.3,219.456
ISIC_0025991.jpg,59.936,0.225,223.943
ISIC_0025992.jpg,37.002,0.2,208.307
ISIC_0025993.jpg,138.781,0.3,145.26
ISIC_0025994.jpg,46.817,0.275,221.23
ISIC_0025995.jpg,56.812,0.175,229.602
ISIC_0025996.jpg,133.201,0.35,169.853
ISIC_0025997.jpg,62.332,0.2,224.228
ISIC_0025998.jpg,50.303,0.25,195.809
ISIC_0025999.jpg,51.307,0.25,226.387
ISIC_0026000.jpg,60.25,0.225,209.336
ISIC_0026001.jpg,61.672,0.225,231.64
ISIC_0026002.jpg,47.743,0.275,218.672
ISIC_0026003.jpg,60.086,0.175,215.416
ISIC_0026004.jpg,55.607,0.175,237.129
ISIC_0026005.jpg,56.73,0.225,218.229
ISIC_0026006.jpg,58.778,0.175,169.539
ISIC_0026007.jpg,82.336,0.2,228.242
ISIC_0026008.jpg,47.728,0.275,187.986
ISIC_0026009.jpg,72.449,0.25,172.936
ISIC_0026010.jpg,57.856,0.175,232.056
ISIC_0026011.jpg,142.143,0.25,222.294
ISIC_0026012.jpg,99.956,0.2,194.167
ISIC_0026013.jpg,83.871,0.25,207.579
ISIC_0026014.jpg,75.681,0.4,179.59
ISIC_0026015.jpg,99.209,0.275,165.174
ISIC_0026016.jpg,64.594,0.1,161.712
ISIC_0026017.jpg,35.45,0.15,141.196
ISIC_0026018.jpg,76.272,0.175,167.478
ISIC_0026019.jpg,75.391,0.325,215.294
ISIC_0026020.jpg,154.999,0.2,209.266
ISIC_0026021.jpg,143.773,0.325,205.314
ISIC_0026022.jpg,11.3,0.125,173.37
ISIC_0026023.jpg,24.066,0.075,209.763
ISIC_0026024.jpg,40.487,0.3,169.719
ISIC_0026025.jpg,64.919,0.2,215.837
ISIC_0026026.jpg,50.782,0.275,232.061
ISIC_0026027.jpg,42.701,0.275,209.007
ISIC_0026028.jpg,45.02,0.325,221.237
ISIC_0026029.jpg,59.705,0.225,204.484
ISIC_0026030.jpg,120.591,0.275,217.288
ISIC_0026031.jpg,48.625,0.275,221.197
ISIC_0026032.jpg,168.184,0.3,196.093
ISIC_0026033.jpg,55.407,0.175,233.172
ISIC_0026034.jpg,81.939,0.175,149.338
ISIC_0026035.jpg,65.994,0.275,214.319
ISIC_0026036.jpg,214.804,0.3,154.839
ISIC_0026037.jpg,61.741,0.125,191.583
ISIC_0026038.jpg,205.349,0.3,228.538
ISIC_0026039.jpg,176.319,0.225,229.095
ISIC_0026040.jpg,40.318,0.175,192.223
ISIC_0026041.jpg,64.547,0.275,200.259
ISIC_0026042.jpg,283.27,0.2,186.793
ISIC_0026043.jpg,41.263,0.25,190.491
ISIC_0026044.jpg,30.831,0.25,194.698
ISIC_0026045.jpg,114.239,0.25,179.981
ISIC_0026046.jpg,141.866,0.2,215.613
ISIC_0026047.jpg,52.532,0.175,228.645
ISIC_0026048.jpg,47.344,0.25,198.363
ISIC_0026049.jpg,378.077,0.4,172.183
ISIC_0026050.jpg,52.325,0.275,221.199
ISIC_0026051.jpg,157.613,0.2,203.342
ISIC_0026052.jpg,104.886,0.325,202.135
ISIC_0026053.jpg,40.871,0.35,201.658
ISIC_0026054.jpg,166.24,0.275,245.441
ISIC_0026055.jpg,45.687,0.15,162.21
ISIC_0026056.jpg,99.461,0.325,166.008
ISIC_0026057.jpg,1477.649,0.35,214.167
ISIC_0026058.jpg,60.863,0.25,236.932
ISIC_0026059.jpg,62.036,0.275,193.383
ISIC_0026060.jpg,283.165,0.225,206.564
ISIC_0026061.jpg,71.582,0.2,200.381
ISIC_0026062.jpg,59.799,0.175,237.35
ISIC_0026063.jpg,74.243,0.2,217.655
ISIC_0026064.jpg,80.902,0.175,219.442
ISIC_0026065.jpg,60.728,0.125,222.43
ISIC_0026066.jpg,177.013,0.3,208.922
ISIC_0026067.jpg,80.082,0.35,193.46
ISIC_0026068.jpg,56.616,0.25,233.158
ISIC_0026069.jpg,71.38,0.1,163.52
ISIC_0026070.jpg,172.501,0.275,208.469
ISIC_0026071.jpg,183.411,0.15,205.985
ISIC_0026072.jpg,33.988,0.1,193.04
ISIC_0026073.jpg,70.196,0.3,210.236
ISIC_0026074.jpg,31.826,0.1,191.447
ISIC_0026075.jpg,183.459,0.25,210.245
ISIC_0026076.jpg,45.76,0.425,226.16
ISIC_0026077.jpg,93.345,0.125,242.344
ISIC_0026078.jpg,60.353,0.25,187.68
ISIC_0026079.jpg,165.071,0.3,212.656
ISIC_0026080.jpg,79.261,0.25,156.295
ISIC_0026081.jpg,57.541,0.3,193.942
ISIC_0026082.jpg,50.484,0.225,211.74
ISIC_0026083.jpg,91.502,0.225,197.022
ISIC_0026084.jpg,54.161,0.225,203.522
ISIC_0026085.jpg,285.653,0.4,197.684
ISIC_0026086.jpg,100.508,0.375,171.126
ISIC_0026087.jpg,164.04,0.2,237.005
ISIC_0026088.jpg,75.473,0.15,220.767
ISIC_0026089.jpg,128.325,0.325,222.161
ISIC_0026090.jpg,22.765,0.1,196.272
ISIC_0026091.jpg,105.604,0.15,200.141
ISIC_0026092.jpg,102.087,0.275,206.015
ISIC_0026093.jpg,71.398,0.225,214.576
ISIC_0026094.jpg,56.651,0.25,194.385
ISIC_0026095.jpg,80.425,0.225,197.729
ISIC_0026096.jpg,27.148,0.25,173.112
ISIC_0026097.jpg,72.344,0.3,191.023
ISIC_0026098.jpg,184.767,0.275,210.3
ISIC_0026099.jpg,108.185,0.325,175.451
ISIC_0026100.jpg,38.393,0.225,203.588
ISIC_0026101.jpg,24.261,0.45,230.985
ISIC_0026102.jpg,50.731,0.225,225.36
